#{"t_start": 1773366505.005306, "env_id": "Humanoid-v4"}
r,l,t
552.030643,120,835.552413
524.90081,118,837.248232
414.100106,90,838.535981
507.364845,110,840.147273
529.124728,110,841.943782
1064.154366,211,845.189318
564.228156,109,846.913184
471.520679,101,848.560758
481.653983,107,850.208704
626.489472,123,852.023065
428.102436,95,853.473126
426.099236,89,854.802885
595.066396,115,856.496444
488.408476,95,857.82814
540.174544,117,859.49915
420.11806,91,860.804051
483.072702,107,862.306657
463.093525,103,863.740804
808.919284,152,865.845024
389.853314,86,867.030415
501.445887,105,868.438371
875.982046,172,870.96268
306.838029,70,872.153659
349.525845,76,873.220464
635.351818,127,875.088706
457.372491,99,876.543365
772.145853,151,878.624363
630.042063,132,880.390033
686.994123,142,882.488534
489.730676,110,883.982079
370.972431,83,885.111778
452.907265,100,886.490376
506.609996,113,888.16989
492.6256,108,889.636076
371.13986,84,890.773779
960.251037,187,893.374419
521.181055,111,894.94753
564.716982,122,896.683072
504.326201,108,898.258363
491.5625,107,899.749967
775.909606,147,901.828735
664.311095,130,903.659896
433.706477,94,904.96698
955.128704,188,907.500963
560.036165,103,908.903452
518.604025,106,910.328028
1075.769072,209,913.253014
459.364791,92,914.577032
866.564897,186,917.363936
488.407813,104,918.7906
599.665304,130,920.662884
675.819038,139,922.986465
916.918949,176,925.8353
659.738102,139,928.051809
667.322687,138,930.271968
643.382123,131,932.392318
488.804934,89,933.792712
436.080842,94,935.220167
563.6274,104,937.633197
646.557868,131,939.702834
591.120286,129,941.738203
585.483942,125,943.791354
684.336851,131,945.94169
529.094644,111,947.512879
576.896937,123,949.327941
648.944738,125,951.050386
406.127842,92,952.348735
700.284748,143,954.400279
477.955067,98,955.927199
540.024407,105,957.42277
538.305405,101,958.795965
676.663657,126,960.522098
621.04678,124,962.189213
651.046239,142,964.423708
695.333494,136,966.526535
554.785365,123,968.205903
673.747096,144,970.172728
756.098927,140,972.088036
1209.223918,241,976.507489
529.999995,112,978.317258
746.520137,146,980.596863
757.214578,145,983.001777
501.540335,104,984.585729
945.090615,175,987.174258
700.515326,134,989.05379
717.938996,156,991.375184
397.220701,81,992.786387
615.267322,112,994.381649
867.767806,185,997.085719
441.146311,93,998.448488
521.586441,97,999.870205
893.779214,190,1002.611932
611.653381,116,1004.368667
872.251475,171,1007.236811
542.705303,105,1008.832601
704.056383,134,1010.678641
496.851388,93,1011.949218
561.379938,109,1013.611536
481.068312,95,1015.090783
743.314191,140,1017.174006
569.131461,111,1018.75458
423.087533,87,1019.987323
577.547201,116,1021.650114
622.869921,118,1023.326373
612.088559,127,1025.235399
637.514837,119,1026.895855
544.042694,105,1028.465423
546.451944,100,1029.981439
440.884657,84,1031.316251
501.155442,97,1032.824551
618.800205,118,1034.659698
726.598843,131,1036.835976
848.901624,169,1039.381107
511.387654,96,1040.72597
465.977162,84,1041.875144
655.82157,137,1043.82141
557.561119,107,1045.582212
415.723253,83,1046.777317
517.50258,107,1048.42423
392.357562,87,1049.845285
744.390803,163,1052.299043
864.229422,178,1055.282082
584.318067,106,1056.945688
506.575057,93,1058.272032
649.393258,124,1060.002869
549.731698,127,1062.119662
774.362409,152,1064.604767
565.701707,123,1066.367909
770.272595,147,1068.482554
592.470983,109,1069.977526
763.256772,158,1072.220206
428.835128,79,1073.333928
656.01667,121,1075.416858
451.976976,101,1077.132448
560.939444,108,1078.888239
1049.285939,195,1082.05582
392.492164,80,1083.241077
700.602578,134,1085.142557
1011.315433,194,1088.042303
608.405094,127,1090.206285
626.498719,116,1092.156251
524.250229,114,1094.009371
492.468809,101,1095.562933
711.358976,140,1097.777718
623.73473,118,1099.58819
940.494282,174,1102.092887
465.647875,85,1103.307149
635.940406,118,1104.984002
962.381895,184,1107.58894
600.138171,111,1109.121776
600.394886,115,1110.714293
582.472154,120,1112.380775
567.837413,119,1114.054224
845.406666,157,1116.277758
1471.729653,284,1120.364682
573.256481,108,1121.950085
696.509342,150,1124.170962
523.393437,105,1126.211801
453.755867,87,1128.184576
608.816623,113,1130.06509
584.931644,112,1131.802069
819.119815,164,1134.6386
596.262825,112,1136.468218
895.587688,179,1139.269618
416.815658,78,1140.440512
509.737132,96,1142.183747
705.357487,134,1144.396795
970.406772,184,1147.462396
540.099958,108,1149.316214
994.003632,195,1152.550192
699.372392,143,1155.085508
633.78506,125,1157.248382
444.192788,94,1158.87756
420.456159,89,1160.30438
634.47037,136,1162.716534
709.491521,133,1165.03041
662.338368,121,1167.122285
787.181096,146,1169.279715
936.865235,179,1171.9052
969.501497,184,1174.561658
818.351272,159,1176.948117
602.063911,114,1178.511622
598.330104,111,1180.015913
499.758145,112,1181.560864
447.113114,101,1182.92127
536.288272,98,1184.269685
633.012283,123,1186.096128
673.820449,148,1188.166114
589.839857,116,1189.782217
1118.64003,216,1192.996478
473.574314,104,1194.525701
741.176995,142,1196.658724
642.859955,120,1198.597333
520.4106,94,1200.203303
701.94258,130,1202.226901
478.249906,98,1203.829333
681.220768,150,1206.108997
594.668206,132,1208.0271
450.168777,103,1209.496555
655.906471,131,1211.278157
724.300063,151,1213.52601
471.785717,86,1214.898718
481.411962,103,1216.616169
815.793335,161,1219.342779
1274.981758,248,1223.100184
515.039344,118,1224.796109
1437.735703,287,1228.851894
459.110626,89,1230.052598
619.617985,117,1231.650412
549.037203,106,1233.131258
615.156998,132,1234.959858
558.432916,103,1236.363397
698.631176,135,1238.239328
952.162133,182,1240.700344
514.275564,105,1242.136728
751.88043,150,1244.19959
822.153684,153,1246.417404
630.373611,116,1248.031494
1040.916497,191,1250.626133
635.974422,117,1252.212687
636.612925,118,1253.906076
907.046672,190,1256.512426
896.406596,174,1258.888989
685.77776,127,1260.612397
599.237673,110,1262.111667
517.404699,94,1263.520114
485.991107,95,1264.914062
779.774283,147,1267.049733
620.006743,118,1268.726769
631.900615,120,1270.413135
654.882215,123,1272.153133
553.291708,99,1273.630615
859.614254,162,1276.020233
791.378593,147,1278.145099
621.997631,131,1279.975439
705.988672,133,1281.848013
820.532466,148,1283.890576
916.170771,172,1286.63434
982.303966,184,1289.55179
1079.945807,206,1292.743763
907.81139,181,1295.688539
564.131034,106,1297.381258
989.662212,207,1300.490229
693.550225,129,1302.339724
631.138258,119,1304.024903
661.138195,122,1306.102485
1192.322388,230,1310.170957
693.235739,146,1312.443622
959.097801,183,1315.34653
680.941605,146,1317.562643
1258.908333,257,1321.612835
648.554217,132,1323.666528
1359.21462,269,1328.135248
764.170166,165,1330.523082
683.578888,147,1332.841672
564.58666,104,1334.720041
549.838838,104,1336.314488
582.972072,111,1338.026312
483.156448,88,1339.442733
546.572421,115,1341.191289
483.239408,94,1342.705387
798.262889,157,1345.13196
765.612321,162,1347.694034
493.20797,93,1349.151996
850.779684,157,1351.596733
964.070671,184,1354.389974
575.37213,106,1356.696997
621.640488,118,1358.35858
1127.009143,215,1361.33518
813.713518,155,1363.43772
928.808146,178,1366.005845
1063.963633,209,1368.892185
807.306192,166,1371.284519
902.636599,180,1373.855751
613.30854,128,1375.669389
501.01884,111,1377.17907
1441.807368,280,1381.010753
588.302293,108,1382.476329
484.577599,105,1383.921619
956.261068,203,1386.878544
1133.273133,223,1390.033565
1229.744654,261,1393.739815
735.347894,151,1396.021391
787.116073,155,1398.221449
637.8126,130,1400.065266
509.704673,111,1401.637019
645.673562,139,1403.568312
1110.587083,235,1406.842717
799.292533,170,1409.186129
613.723596,133,1411.00506
1607.563349,303,1415.233661
1431.313998,299,1419.397076
874.093617,165,1421.657891
1442.546836,278,1425.58949
541.246439,117,1427.195603
721.240724,156,1429.331044
800.184683,154,1431.473603
738.61699,143,1433.430162
895.156823,175,1435.896997
995.112879,189,1438.443276
396.583902,85,1439.601986
787.163908,152,1441.726591
684.694864,150,1443.778879
990.985975,207,1446.78034
592.648612,130,1448.700147
688.239931,145,1450.91047
1065.808883,195,1453.794352
1073.803852,201,1457.169552
888.773356,172,1460.066275
731.23405,156,1462.623603
584.062621,121,1464.424963
868.270383,174,1467.092325
602.349954,132,1469.000414
700.896343,152,1471.134124
734.853371,156,1473.290561
464.675356,88,1474.478753
790.433074,147,1476.583011
2067.526819,395,1482.640089
811.589234,158,1485.182962
691.308802,149,1487.564274
527.506909,98,1489.112052
561.812264,110,1490.643409
715.592449,141,1492.652566
1141.40081,224,1496.437196
981.351693,186,1499.42716
1055.277204,212,1502.493633
546.373994,103,1503.948862
1118.166508,232,1507.395305
1924.875207,374,1512.79734
525.895063,102,1514.435004
633.769249,135,1516.416398
528.905388,97,1517.840204
430.186814,83,1519.012894
583.671053,123,1520.755579
657.525498,133,1522.591422
493.648648,94,1523.9607
732.030464,142,1525.970476
549.045904,105,1527.536129
483.546995,90,1528.764976
559.523092,108,1530.227947
863.140983,166,1532.544016
638.53397,129,1534.336259
876.025799,168,1537.037933
795.700567,151,1539.455105
565.040123,105,1541.088517
2298.146136,450,1548.035058
648.983924,120,1549.834259
682.312375,138,1551.858401
756.704865,150,1554.025674
692.052207,149,1556.567153
674.321508,131,1558.563906
634.37891,132,1560.42964
1074.055947,223,1563.628291
763.790367,147,1565.634142
692.63719,149,1567.821664
558.526145,107,1569.286062
399.175225,95,1570.700492
767.361129,144,1573.111376
557.553033,106,1574.73946
1395.98344,289,1579.324162
563.25647,122,1581.150435
505.905811,109,1582.692837
1668.268564,352,1588.181191
666.932906,144,1590.506236
899.979981,192,1593.384618
1229.251279,244,1597.2404
939.897901,182,1599.959799
826.142766,168,1602.750283
857.105805,157,1605.302637
1184.457363,252,1608.98937
1230.826391,248,1612.511753
706.110841,145,1614.596092
1108.667602,213,1617.563107
850.665314,160,1619.98604
970.714857,193,1622.77117
867.646369,163,1625.066809
545.625568,106,1626.512991
529.907867,102,1628.064029
1120.716113,214,1631.123798
959.765535,182,1633.864249
750.398266,141,1635.969719
696.499826,128,1638.051233
1032.525371,197,1641.086439
530.619892,108,1642.734539
998.814789,209,1646.043853
1612.322159,335,1651.317389
1199.863408,233,1654.692185
516.779642,100,1656.286819
1912.649304,387,1662.285933
506.061783,95,1663.605766
1284.725483,246,1667.449967
3287.234471,636,1677.113814
675.309702,132,1679.026131
809.691218,145,1681.36769
1017.380723,199,1684.58423
1290.205834,258,1688.966165
1727.349087,334,1693.924934
721.018426,140,1696.03607
807.096775,153,1698.419784
940.438692,198,1701.44666
998.335183,194,1704.424162
739.242904,151,1706.732402
1596.235923,305,1712.36689
801.130933,150,1714.761548
885.917864,172,1717.540009
750.707344,143,1719.693051
847.123554,177,1722.411653
719.195916,138,1724.40587
1150.412458,215,1727.595307
797.131063,175,1731.064632
1284.890313,251,1734.545692
582.240696,129,1736.418795
619.836525,126,1738.205276
869.762507,165,1740.575764
1156.830735,226,1743.720909
716.865144,158,1746.08744
1321.727668,258,1749.898323
707.819904,140,1752.030513
990.982031,189,1754.873862
621.010725,131,1756.851022
961.723729,186,1759.565037
618.099191,115,1761.224453
588.187389,113,1762.889248
625.553217,116,1764.591279
538.00992,107,1766.228232
1706.195064,321,1771.028896
802.346107,148,1773.288558
685.089416,142,1775.439406
597.89113,113,1777.124282
665.804905,124,1778.849736
765.325581,151,1780.977035
1626.192612,347,1786.39677
1787.333957,351,1791.651259
665.079524,126,1793.606039
624.947839,138,1795.693655
1138.352272,225,1799.007683
899.945847,178,1801.559653
558.104161,122,1803.361789
656.27763,141,1805.632404
803.160625,158,1808.205111
1266.679445,246,1812.068449
737.821735,154,1814.522611
944.66131,196,1817.414902
868.335535,182,1820.019553
945.159837,186,1822.793658
965.065116,184,1825.45746
809.221405,170,1828.370702
728.563186,138,1830.612855
1012.094905,196,1834.032777
799.705199,158,1836.590616
761.552112,139,1838.773945
1089.3995,228,1842.276293
583.259466,123,1844.211697
753.176307,162,1846.670965
888.554184,190,1849.716115
849.989102,176,1852.487388
840.274403,178,1855.290132
983.302113,195,1858.272471
857.385997,179,1861.031334
853.568495,162,1863.846895
2782.827347,567,1873.110858
733.342921,137,1875.649206
2380.184076,479,1883.62149
1521.635383,307,1888.749821
1362.714592,269,1892.594348
615.617202,129,1894.410889
652.343203,121,1896.152292
817.893929,152,1898.256299
632.21189,134,1900.10126
1141.858753,240,1903.588557
2850.480205,585,1912.439784
864.599613,165,1914.951768
944.460508,199,1917.899886
2578.822678,524,1925.655348
877.63063,184,1928.373575
897.272487,174,1931.134397
1831.18989,357,1937.139344
1248.470373,238,1940.697876
1147.309055,227,1944.212103
963.695637,180,1947.215154
581.469193,113,1948.990691
914.206525,200,1952.159886
4526.360262,905,1967.430607
3185.122079,618,1976.865975
782.060691,166,1979.793866
953.100174,186,1983.023529
640.103008,119,1985.045275
1136.232954,223,1988.755003
1375.897369,271,1992.832188
1475.039181,314,1997.637693
721.750362,133,1999.80071
953.226945,203,2002.947409
1053.443666,196,2005.791994
573.655961,106,2007.334261
1254.366049,240,2010.729827
3990.747483,792,2021.905985
1336.038765,258,2025.826424
1769.347333,349,2031.134272
835.142967,157,2033.61417
1085.531939,223,2036.85195
1062.57387,207,2039.943885
1023.55165,196,2042.882146
743.060331,150,2045.257448
1364.735944,270,2049.55692
885.27472,188,2052.277528
842.193571,162,2054.533335
1336.597965,258,2058.154956
585.637747,111,2059.685221
1305.824118,264,2063.298913
1959.6663,393,2069.185633
1158.293971,224,2073.004347
1078.980974,221,2076.571545
1858.93883,361,2082.463367
819.779576,159,2084.769006
1066.843765,206,2087.858222
1735.608056,338,2092.8192
1559.435719,316,2097.716408
1308.488037,271,2102.408857
1947.361982,398,2109.156128
1418.908347,280,2113.72593
510.205968,107,2116.328345
839.645474,174,2118.830158
603.414852,117,2120.617698
916.795864,185,2123.38155
747.457947,143,2125.410987
674.740675,143,2127.685885
852.341993,162,2130.21507
1488.310583,291,2134.767957
1479.146905,288,2139.587947
1123.543201,211,2143.167367
498.398032,98,2144.639997
1111.103731,222,2148.305028
1055.459069,224,2151.934973
1121.700073,209,2155.528109
637.011567,118,2157.468416
642.437821,119,2159.368946
1153.033452,214,2162.986264
2042.224226,382,2168.739296
1642.432985,323,2174.279796
551.75297,111,2176.374711
1161.279777,220,2179.787338
831.003693,166,2182.385146
1020.844442,217,2185.859346
890.860532,174,2188.684153
879.202772,162,2191.189553
1667.726279,324,2196.376126
1308.599181,268,2200.546697
1322.933035,251,2204.514246
1220.877758,232,2208.222213
974.112046,208,2211.248784
954.617905,185,2214.166383
462.29218,88,2215.569365
3234.802127,633,2225.006242
753.997372,146,2227.454799
661.990938,126,2229.388255
1514.286419,289,2233.676194
633.877731,118,2235.398702
1106.262203,212,2238.534019
1620.530351,312,2243.394783
756.936268,149,2245.928523
1285.162406,257,2250.404427
1129.047253,237,2254.187871
986.996268,205,2257.292693
1141.090763,221,2260.580023
949.380745,181,2263.248796
3333.455458,661,2273.103172
1309.352159,259,2277.128072
2248.027381,452,2284.255384
2047.200612,412,2290.903767
1377.550108,270,2295.274273
1068.090067,212,2298.576871
1815.257246,376,2304.354408
1873.657737,382,2310.348254
1439.582344,278,2314.714879
698.79166,147,2316.972784
924.802018,186,2319.691675
948.620509,178,2322.207641
1229.476885,241,2325.587425
1606.73794,310,2330.114046
1008.657716,200,2333.218949
689.003801,131,2335.192529
1207.828001,233,2339.010011
710.497836,135,2340.987936
1152.061424,222,2344.488879
891.88859,177,2347.103537
1029.076476,203,2350.047706
1315.415866,276,2353.956458
1007.088787,212,2357.076133
1243.620334,250,2360.765389
1239.225501,239,2364.221167
1388.174893,262,2368.420013
1336.597841,261,2372.581686
1333.56524,256,2376.444602
799.013355,156,2379.165376
1078.32599,209,2382.30443
1316.403797,271,2386.366503
5039.628086,1000,2402.092754
1291.27647,248,2406.276788
1790.171844,355,2412.290854
788.592744,164,2414.849177
1647.045502,324,2419.40493
1671.698998,329,2424.18092
2112.64923,409,2430.537321
1658.981894,345,2435.728367
1254.064571,242,2439.187735
2135.660742,448,2445.87031
1185.017148,240,2449.323233
1218.321493,238,2453.162834
939.725544,184,2456.080836
409.402445,85,2457.306546
975.968091,188,2459.991285
532.814457,112,2461.644781
668.16117,141,2463.877741
909.183813,187,2466.841103
1234.217197,254,2470.552816
1512.020405,289,2474.976037
1406.802044,296,2479.693737
541.957889,102,2481.279965
974.299254,186,2484.108778
4105.365416,810,2496.211083
2457.672105,499,2505.36895
1957.233324,378,2510.971185
553.43918,101,2512.481336
1135.187931,222,2515.849205
1360.87594,268,2520.320232
1284.851467,244,2524.034495
935.434936,186,2526.818705
2986.948958,586,2536.012737
2167.059304,439,2542.250332
868.030946,160,2544.484805
968.121841,189,2547.263641
2093.195377,412,2553.211827
2966.226783,588,2561.520962
1266.051938,263,2565.276845
2748.375558,535,2572.767092
1366.064042,278,2576.801433
1450.483719,310,2581.314984
1291.719729,274,2585.228691
1446.861472,284,2589.438143
1037.626483,206,2592.355214
2208.775369,455,2598.764779
1446.921931,289,2602.75734
1213.820847,248,2606.221335
1774.107562,362,2611.356192
2554.364384,526,2618.699986
917.46994,183,2621.246261
1585.817625,319,2625.664407
834.250163,162,2627.889286
2677.089312,556,2635.667305
1910.838082,380,2641.109561
1230.089499,247,2644.523199
1030.662902,195,2647.343575
965.541824,188,2650.041947
1566.432776,324,2654.647407
2669.761051,547,2662.28374
1159.38901,227,2665.409272
977.579244,187,2668.008677
870.960866,170,2670.336269
2149.458772,425,2676.342414
1864.120641,357,2681.244667
1802.417001,368,2686.330021
2357.049163,447,2692.502382
865.494432,165,2694.841248
895.183442,177,2697.456489
1723.853935,329,2702.109458
1090.790104,232,2705.35013
1794.718059,365,2710.528955
1628.282859,339,2715.344424
2475.516187,494,2722.183576
2152.808343,412,2727.898219
1274.816281,267,2731.577261
4769.140271,928,2744.384333
1180.725666,245,2747.891013
1219.716236,241,2751.250663
3784.136128,759,2762.005698
2936.364177,583,2770.191615
1538.711266,290,2774.197789
2521.072105,517,2781.385787
1226.654718,259,2784.937115
2173.058141,449,2791.192449
1464.504509,282,2795.105804
2522.477656,509,2802.281564
2175.18008,441,2808.350417
1926.72049,412,2814.13141
2728.671968,546,2821.88559
2969.691026,594,2830.304571
2875.094849,572,2838.204735
4335.753679,856,2850.444383
1565.591402,318,2855.074225
1848.381771,386,2862.506755
826.997301,174,2865.060343
1030.2759,208,2868.090563
2886.197955,553,2876.02277
1280.80095,246,2879.594823
1344.603016,258,2883.483287
1893.156908,366,2888.705932
1085.509896,198,2891.71501
2153.093196,454,2898.391199
2087.709497,406,2904.257371
1689.30461,331,2908.980019
897.556101,195,2911.796152
623.835315,132,2913.689977
2278.189824,453,2920.239063
1064.905672,205,2923.17829
787.757122,148,2925.269737
1463.133499,278,2929.219636
1357.956009,285,2933.40499
762.866708,160,2935.750114
999.359469,194,2938.541503
3589.325144,718,2949.044675
3734.685458,752,2960.163589
905.676798,175,2962.683741
1326.944356,258,2966.389656
1093.761322,208,2969.364668
534.719507,109,2971.150702
2659.669467,558,2979.597218
1101.159704,233,2982.938456
3619.231359,748,2993.696815
786.625338,168,2996.090497
1432.749505,302,3000.374313
998.561659,199,3003.399352
787.016272,166,3005.948839
1252.310365,243,3009.53066
2322.38594,451,3016.120483
1829.993107,354,3021.671129
1074.207522,207,3024.76369
1993.003075,399,3030.895321
2286.28103,428,3037.07308
1843.915887,374,3042.561976
1503.170609,296,3047.080724
1154.396322,224,3050.297033
4351.63106,865,3062.884739
1588.593335,327,3067.663492
1211.025068,257,3071.355422
1070.136643,227,3074.76597
2285.063478,482,3081.648944
5028.012094,1000,3096.004801
4267.853138,886,3108.82355
1529.932433,291,3112.959864
2444.722478,476,3119.781478
1680.308885,325,3124.523971
3191.996528,633,3133.980027
3125.707723,638,3143.185631
803.383203,171,3145.647284
1833.696795,363,3150.806118
1281.651372,267,3154.653381
987.42881,193,3157.433093
1592.848613,326,3162.530523
2353.415768,489,3169.59215
2035.5495,418,3175.624367
4904.131145,1000,3189.697502
2707.217609,539,3197.292494
3040.742848,590,3205.523563
927.443357,174,3207.984
2421.562607,471,3214.586342
1812.218856,354,3219.690085
3131.680806,597,3230.220665
5057.337031,1000,3244.341238
1240.870667,244,3247.766307
2400.861631,481,3254.47467
2508.135491,480,3261.27034
3671.865487,716,3271.446362
1618.447303,306,3275.816698
2533.30858,513,3283.298353
1386.653811,272,3287.209688
1464.539567,285,3291.151644
3372.573163,708,3301.166479
1486.241785,293,3305.242891
724.383078,145,3307.265966
717.057055,132,3309.108581
1840.812002,384,3314.458404
809.991943,152,3316.600612
3391.714479,688,3326.350146
4134.336464,829,3338.253348
4308.176065,858,3350.525577
5013.514773,1000,3364.886751
1120.91673,221,3368.084104
4960.694537,1000,3382.503019
4942.516027,1000,3396.998724
1689.278943,328,3401.642106
2689.700744,531,3409.236573
1227.400945,257,3412.862335
2122.204018,445,3419.221329
3420.605568,690,3428.916643
3583.551726,729,3438.969978
3587.452444,747,3449.751051
2170.18154,462,3456.501919
4944.029672,1000,3470.863827
1098.774486,220,3473.978394
1683.290126,345,3478.789557
1547.103484,321,3483.249576
998.443151,206,3486.105357
3674.02275,746,3496.584069
4812.9002,955,3509.868081
2976.075423,590,3518.285029
1851.131994,381,3523.740467
1209.867878,250,3527.311217
2747.675706,565,3535.987209
2504.518596,518,3543.550143
4515.396327,906,3557.371621
1216.774595,235,3560.840013
2435.321194,475,3567.991969
503.210515,108,3569.562987
5008.662581,1000,3586.555807
1998.558176,387,3592.341228
5046.98951,1000,3606.909751
4846.858407,1000,3621.89301
835.048,167,3624.29556
4533.025522,920,3637.951081
5021.866516,1000,3652.268579
3023.740102,610,3660.836817
5085.359486,1000,3674.799674
4694.798349,956,3688.319376
2845.575233,585,3696.687589
1109.947908,240,3700.057728
3544.586436,709,3710.110345
4915.721736,1000,3724.302883
4791.130822,1000,3738.350731
4796.724357,1000,3752.484956
504.937689,112,3754.047488
5020.919775,1000,3768.304806
4893.932372,1000,3782.809959
4967.744998,1000,3797.139458
3984.988554,806,3808.461459
2422.886374,467,3815.107946
5004.850346,1000,3829.505856
3066.153866,617,3838.258751
872.865556,173,3840.670093
1765.431175,359,3845.710305
1008.855704,213,3848.807197
4904.368047,1000,3863.056941
4846.372189,1000,3877.358551
4022.632895,803,3888.857386
469.060444,102,3890.260363
1426.920047,288,3894.310493
4220.006712,849,3906.286939
4876.880055,1000,3920.362067
1667.604787,353,3925.132015
2255.344088,458,3931.450916
3727.744651,782,3945.82161
3567.090921,716,3955.766919
4524.552813,905,3972.711908
2946.125178,601,3982.617781
4977.043519,997,3997.411635
4897.431285,1000,4011.111472
3610.196405,732,4021.54189
926.241259,183,4024.09046
5050.965394,1000,4039.459701
984.07284,205,4042.806801
4855.672727,1000,4058.444297
3450.548051,663,4069.087983
1779.745323,359,4074.567041
5009.008086,1000,4089.4489
1179.015634,231,4092.966416
4170.992278,853,4105.893303
3196.365819,650,4115.411957
1741.907777,335,4120.243396
1274.640109,238,4123.705688
615.011958,126,4125.706085
4246.804833,836,4138.497214
1498.229499,287,4142.6925
777.065344,149,4144.857822
4862.221546,1000,4159.845757
2573.686068,500,4167.189791
4997.947891,1000,4181.83413
1424.617231,273,4185.890923
2337.493662,455,4192.895005
2515.547892,493,4200.076926
1603.740353,323,4204.801367
3155.330094,616,4214.145856
1846.243715,350,4219.395148
3497.142968,686,4229.540464
713.762316,134,4231.491501
1635.887821,323,4236.330057
616.569386,117,4238.04816
2322.049458,448,4244.705074
1086.181473,204,4248.127852
2298.960612,438,4254.581575
2522.310406,486,4261.704927
882.222915,169,4264.120723
778.597241,150,4266.284392
1208.856887,258,4270.028281
922.22516,177,4272.591575
1176.296958,221,4275.989952
5157.561079,1000,4291.133687
4344.448471,852,4303.618547
3200.042148,605,4312.647439
4996.775259,1000,4329.79897
4949.062874,1000,4344.289455
5026.452534,1000,4358.747471
1607.983611,322,4363.390104
2273.708832,444,4370.345567
1878.945448,373,4375.84468
2911.397973,602,4384.727495
4134.800532,846,4397.645589
4845.245978,1000,4412.606277
4988.754482,1000,4427.50116
1658.276078,339,4432.471856
1696.675209,323,4437.208231
4954.783281,1000,4451.649107
2096.495002,413,4457.853258
3981.470668,816,4469.866761
1317.748556,252,4473.613442
5050.381037,1000,4488.620315
4908.685962,1000,4503.313177
5034.44017,1000,4518.453003
908.435065,172,4520.938232
3326.448406,653,4530.645685
3814.17523,749,4541.503524
1750.959233,347,4546.611433
702.948296,144,4548.738822
839.596966,189,4551.469707
4714.220965,1000,4566.240068
1955.508633,387,4571.890177
746.954161,153,4574.086964
2879.008286,574,4582.475382
2100.152591,425,4588.720496
1860.247711,401,4594.519834
1957.256001,422,4600.655947
1339.15226,285,4604.810317
4751.930305,1000,4620.026443
2552.878133,547,4628.211808
2699.437095,570,4636.814824
2389.155668,483,4644.214588
1414.739242,311,4648.872086
2303.284059,458,4655.588772
707.560579,137,4657.810401
622.331287,138,4659.804409
4900.891068,1000,4674.637536
4356.228762,871,4687.586054
1519.975041,321,4692.305834
740.149275,144,4694.488423
2010.125205,407,4702.164427
4826.628039,1000,4716.815064
4833.748363,1000,4731.675057
4840.494026,1000,4746.41382
4841.759825,1000,4761.664931
4560.473208,916,4775.088038
661.98812,124,4776.892693
5065.404854,1000,4791.641423
4840.338397,1000,4806.163026
3272.476193,649,4815.558675
929.124272,184,4818.218287
4503.762574,928,4831.867594
4905.345132,1000,4846.862205
4102.822042,807,4858.894547
909.187411,179,4861.510756
2058.223678,411,4867.450162
1727.158872,339,4872.3389
4942.434419,1000,4887.957323
4954.460462,1000,4903.012009
5056.275477,1000,4918.568145
1950.115816,398,4924.564053
4792.685494,999,4939.694365
5117.376553,1000,4954.60915
1129.825859,242,4958.161811
5035.762107,993,4973.028368
1387.204655,277,4977.127564
4989.854336,1000,4991.891223
3266.042918,643,5001.820366
2553.047581,527,5009.469479
4641.68485,919,5022.900789
4958.579643,1000,5037.745164
4940.054084,1000,5052.433402
4928.149989,1000,5067.005201
4919.891887,1000,5088.142111
5002.763119,1000,5103.009154
5079.047254,1000,5118.201943
5083.00101,1000,5133.058101
1331.622073,253,5136.844739
5044.297636,1000,5151.7236
4822.374123,1000,5166.570067
1971.450375,384,5172.207047
4938.909105,1000,5187.207722
2982.406616,598,5196.0984
974.636424,192,5198.912619
3435.477094,701,5209.480719
3123.673121,624,5218.968804
2435.940142,503,5226.50105
4775.851284,1000,5241.769982
3108.668816,587,5250.481109
1666.228364,343,5255.519795
2879.068528,574,5264.063737
3973.708781,791,5275.861555
5016.530391,1000,5290.738413
4931.879419,1000,5305.42015
5047.387745,1000,5320.36196
4866.728026,1000,5335.322819
2094.573438,425,5341.548611
4747.050413,959,5355.987308
4671.573433,946,5370.37568
1821.323716,360,5375.736514
2981.595265,599,5384.458315
3889.766714,776,5395.786002
1405.03311,290,5399.970453
4967.51145,1000,5414.453491
2632.30739,510,5422.026844
1059.274555,209,5425.07967
4055.744041,809,5437.224375
1154.562241,242,5440.8524
5014.657674,1000,5461.669721
4982.253674,1000,5476.730714
1996.79957,409,5483.347996
4998.958326,1000,5498.189821
4982.764553,1000,5513.212073
4877.355114,1000,5528.038412
1145.728319,220,5531.339783
4834.365391,1000,5546.200948
4909.056752,1000,5561.065102
4965.626368,1000,5575.392943
4983.921139,1000,5589.170613
2378.47853,469,5595.957451
5010.815114,1000,5610.599175
799.441152,161,5612.889617
5001.597647,1000,5627.453758
2112.893645,429,5633.565968
1039.87113,200,5636.471574
3047.27643,627,5645.405864
901.146427,174,5647.95351
4969.382283,1000,5662.191887
2864.185234,599,5670.781762
3193.968374,642,5680.008863
5021.771837,1000,5694.744925
4965.999516,1000,5708.934201
2476.045658,503,5715.929513
3710.18419,735,5725.996045
2730.51818,564,5733.891906
4531.217115,902,5746.589231
1714.21875,332,5751.155084
2679.869832,564,5758.996991
5109.632937,1000,5772.825952
1041.759054,211,5775.793589
1310.235699,278,5779.683339
3038.149827,611,5788.208431
