#{"t_start": 1773404247.716458, "env_id": "Humanoid-v4"}
r,l,t
89.201881,18,4.700849
198.703955,40,4.729273
166.213806,34,4.751755
101.546969,20,4.764733
95.083558,19,4.776819
122.600538,24,4.793151
167.204847,33,4.8155
119.757299,23,4.830237
95.352515,19,4.843099
137.481677,27,4.860933
128.927789,25,4.877595
147.635047,30,4.897242
147.559007,29,4.919006
332.407377,67,4.96663
115.323191,23,4.980079
94.703694,19,4.990919
83.703819,17,5.000325
83.418574,17,5.010175
147.203431,29,5.028006
130.097634,25,5.043642
88.76124,18,5.053799
126.834976,25,5.069457
140.784639,27,5.085896
93.733171,19,5.096601
98.682629,20,5.10861
142.266205,30,5.127881
95.006877,19,5.13868
83.546039,17,5.147897
140.853518,28,5.164369
101.092116,20,5.176629
113.241622,22,5.190403
95.477656,19,5.20167
154.156527,30,5.224403
122.49801,24,5.242083
99.097888,20,5.255366
147.547,28,5.27387
89.155489,18,5.285968
105.906556,21,5.299633
112.70704,23,5.317389
101.069287,20,5.330369
83.402406,17,5.341893
104.667566,21,5.355583
164.838499,32,5.377421
99.67212,20,5.39055
119.158037,24,5.405966
89.832325,18,5.417437
128.881275,25,5.434206
108.169642,21,5.44719
107.347035,21,5.460663
100.526011,20,5.47354
83.271435,17,5.484809
130.15834,27,5.501855
110.460594,22,5.517157
128.99753,25,5.533751
90.390343,18,5.545502
89.163403,18,5.556687
157.678322,31,5.576872
158.199601,31,5.599248
148.235018,30,5.620355
88.15175,18,5.631686
112.04092,22,5.647669
94.278362,19,5.661633
88.543946,18,5.674807
138.213999,27,5.692262
83.153283,17,5.702709
95.005784,19,5.715201
133.956518,26,5.732879
117.983928,24,5.748233
83.5957,17,5.758687
104.967362,21,5.772295
150.483185,31,5.792657
112.201445,22,5.807004
113.406811,22,5.821772
89.693535,18,5.833675
83.504122,17,5.84368
146.736863,29,5.861814
134.445477,26,5.878696
116.815111,23,5.893689
114.895847,23,5.907378
100.280793,20,5.919344
111.596842,22,5.932856
153.734681,30,5.952208
127.461159,25,5.966967
149.823311,29,5.98502
143.389781,29,6.004465
156.267386,30,6.023629
170.590848,33,6.044557
122.983849,24,6.058371
88.680408,18,6.06932
116.930057,23,6.082829
155.482121,33,6.104745
83.406464,17,6.114294
142.865205,29,6.132994
113.886657,23,6.149314
111.922896,22,6.162843
178.23955,34,6.184531
88.460523,18,6.19584
88.842867,18,6.207954
130.649896,26,6.225226
154.104016,32,6.245679
177.770182,36,6.272198
152.874478,30,6.293508
267.280565,52,6.328747
83.2574,17,6.338785
83.212005,17,6.349482
129.626817,26,6.365389
88.581868,18,6.375857
127.768726,25,6.391187
173.536814,34,6.412903
105.017405,21,6.425262
100.749041,20,6.436592
117.998802,23,6.450148
118.563263,23,6.463669
93.542347,19,6.475525
83.615316,17,6.486087
89.624023,18,6.49613
90.113541,18,6.506155
96.110143,19,6.518205
98.916412,20,6.530965
128.968647,27,6.549452
137.906611,27,6.568558
116.438771,23,6.582888
88.444009,18,6.593828
268.217769,52,6.629051
88.316948,18,6.639597
110.007802,22,6.654536
116.397063,23,6.667748
168.350987,32,6.686963
99.941412,20,6.698539
94.392066,19,6.709437
83.542826,17,6.719796
100.79544,20,6.73102
98.696238,20,6.742347
167.520283,34,6.763494
101.093118,20,6.775475
139.130586,27,6.790785
173.366318,34,6.81123
114.354756,23,6.824379
112.362447,24,6.838563
104.879289,21,6.850135
94.464032,19,6.862137
152.032247,30,6.880728
106.709691,21,6.893758
105.055326,21,6.90551
90.083466,18,6.915476
169.998303,34,6.936773
101.565715,20,6.94961
145.911142,28,6.966177
119.173415,24,6.981049
118.724233,23,6.994819
180.54309,37,7.017662
88.247346,18,7.027129
104.863329,21,7.156498
83.442326,17,7.391622
138.391789,28,7.762521
101.002919,20,8.037084
106.250983,21,8.329261
96.829338,19,8.570008
294.040478,60,9.372652
148.240418,29,9.735111
120.272557,24,10.04417
87.994803,18,10.294352
87.947268,18,10.529134
96.092981,19,10.810452
88.414954,18,11.046172
104.555263,21,11.46361
105.457933,21,11.816829
83.568572,17,12.075894
88.22225,18,12.375129
101.349651,20,12.663933
83.673016,17,12.926441
83.476812,17,13.18152
83.278826,17,13.485968
83.363373,17,13.758253
82.973942,17,14.05705
135.984723,29,14.445585
100.779507,20,14.752483
83.303965,17,15.003219
100.247171,20,15.305902
78.441453,16,15.540816
88.034793,18,15.825726
83.287063,17,16.077298
78.253392,16,16.335341
102.859086,21,16.625799
83.189194,17,16.863429
89.422414,18,17.112236
83.600067,17,17.352826
83.439705,17,17.614448
83.418039,17,17.841058
83.529469,17,18.060677
78.367471,16,18.27639
78.198611,16,18.488959
83.735004,17,18.702824
95.204899,19,18.942374
83.203571,17,19.167018
83.790312,17,19.386982
83.08261,17,19.600483
83.26071,17,19.818624
83.25212,17,20.046797
83.18085,17,20.296521
83.192299,17,20.527586
83.008117,17,20.814057
83.364759,17,21.052805
83.3432,17,21.301024
83.513769,17,21.553125
83.420079,17,21.836322
83.385494,17,22.106186
94.959836,19,22.384846
83.299822,17,22.675105
133.899796,26,23.146428
83.838532,17,23.583489
78.529773,16,24.085016
112.85222,22,24.44144
83.511864,17,24.723185
106.229722,21,25.073414
110.684362,22,25.43417
95.560559,19,25.79932
94.737521,19,26.1838
88.510562,18,26.435821
83.371123,17,26.664385
94.99085,19,26.917806
83.205527,17,27.167317
89.286928,18,27.514516
102.244699,20,27.7905
83.671685,17,28.099088
95.730557,19,28.518803
112.825447,22,28.898022
116.611588,23,29.408678
192.808651,37,30.121877
100.57387,20,30.451356
162.578147,32,30.951908
175.321496,34,31.437671
285.038801,55,32.183301
148.732699,30,32.64738
226.397161,46,33.567051
129.162711,25,34.095393
393.974987,77,35.453388
249.935938,46,36.127847
272.242372,50,36.84525
309.789808,58,37.721279
321.648294,58,38.707371
276.169014,62,39.727247
284.945448,52,41.150551
337.306377,62,42.903942
286.159583,52,44.003202
298.171715,56,45.133418
323.661086,69,46.357325
323.111388,59,47.24529
281.744425,52,48.02575
336.547397,68,49.004174
311.813005,64,49.934334
350.388528,63,50.850619
365.206341,74,52.055276
339.273608,63,53.087165
164.896541,36,53.718799
378.001245,78,55.174101
347.088971,63,56.182709
479.996747,95,57.88286
229.878483,45,58.879943
275.909553,55,59.982239
371.883393,78,61.437568
291.686629,62,62.690855
264.030894,53,63.568937
439.844333,100,65.010296
355.90736,71,66.000218
172.091049,32,66.513908
250.699185,52,67.438639
126.493001,27,67.861626
113.303524,24,68.228774
102.371787,22,68.560356
206.504409,41,69.218729
516.226461,112,71.297396
329.153121,64,72.51009
166.082836,35,73.065157
124.491444,27,73.588493
112.063468,24,74.048067
111.376525,24,74.505949
111.584532,24,74.931195
193.355376,41,75.546615
264.055387,51,76.419159
187.0497,38,77.107343
164.88235,34,77.744878
265.871443,54,78.631498
299.759472,65,79.581096
242.420143,47,80.321768
346.047257,68,81.325867
306.573643,67,82.382424
383.0655,74,83.440616
407.271545,89,84.73336
366.101614,82,85.875016
276.915205,55,86.678005
341.72673,71,87.757403
640.296901,134,89.701253
332.870439,73,90.712631
376.589147,83,91.93916
608.69963,117,93.613076
520.679903,98,94.988787
345.938356,78,96.046092
384.656672,72,97.053505
304.61148,57,97.824429
288.694743,53,98.533511
367.109434,68,99.455806
291.494325,54,100.219996
369.826047,71,101.226094
279.007,51,101.922588
306.587146,56,102.679773
321.167152,59,103.659547
364.305889,67,104.569605
313.122454,57,105.346041
332.386763,70,106.353933
461.613477,87,107.647006
301.795024,55,108.432204
323.622496,59,109.261221
310.386299,56,110.061562
320.393892,59,110.959751
361.809289,65,111.949331
319.34319,62,112.878548
402.615829,73,113.941701
310.56719,59,114.869044
296.628898,56,115.721065
325.003323,60,116.638273
278.191197,57,117.595191
395.363707,71,118.642736
330.349898,60,119.486572
335.058163,61,120.458324
421.340093,78,121.592668
344.730334,66,122.531082
332.313479,62,123.367147
308.895444,63,124.232432
352.71763,65,125.187036
327.372799,60,126.118782
248.680274,50,126.858824
336.231508,60,127.966874
429.141119,79,129.249379
396.324348,77,130.537421
445.640219,81,131.80151
403.264416,73,132.801141
561.636203,104,134.29549
407.085765,72,135.340651
387.856507,69,136.317882
344.812155,64,137.171744
442.499816,81,138.341217
365.020576,65,139.264214
429.445232,80,140.39992
441.427527,80,141.58069
477.014267,86,142.863022
352.200009,65,143.932913
334.751711,62,144.873968
414.195915,76,146.098931
389.509563,72,147.129835
291.888748,54,148.012481
385.027208,73,149.157266
347.475502,63,150.06551
292.133289,54,150.859531
386.648845,70,151.896582
397.929612,76,153.04689
310.791482,58,154.090573
511.137859,99,155.73222
292.273538,55,156.547807
449.587426,96,157.931381
490.342507,92,159.40865
394.901039,76,160.873163
554.23576,107,162.578857
410.202323,74,163.901965
352.331208,65,164.905469
343.833168,64,165.849484
353.961354,66,166.835581
442.751675,82,168.091406
320.340749,59,168.995284
413.924739,78,170.202342
318.499843,67,171.348
467.817926,88,172.786861
387.039684,75,173.997611
493.169042,95,175.486748
424.352087,88,176.934551
388.994877,77,178.233678
362.7862,77,179.444557
416.159871,77,180.692963
492.172108,98,182.281632
685.36051,136,184.484049
457.372411,85,185.824429
492.253246,95,187.307091
732.325678,149,189.868884
270.581377,53,190.739803
757.298898,147,193.219826
318.198791,60,194.127981
459.033825,86,195.953948
376.870363,74,197.282426
282.782873,55,198.26574
348.59394,64,199.218207
756.960447,145,201.485734
461.197264,98,203.445185
451.313273,93,204.945838
282.621869,55,205.713346
385.89247,71,206.988599
336.582609,64,207.982972
482.021168,92,209.31647
317.560586,59,210.164611
306.611073,67,211.169827
316.029398,61,212.08781
483.418995,91,213.41732
422.566582,83,214.616978
220.611306,43,215.24409
561.028876,114,216.871647
323.222451,66,217.811949
448.992476,85,219.003005
452.437248,87,220.265214
874.466732,166,222.684801
325.497917,70,223.673343
462.391176,98,225.182691
364.572241,83,226.579857
333.706147,65,227.607527
324.27052,71,228.725221
398.548689,86,229.938655
521.873281,106,231.854041
511.641933,100,233.509946
500.004146,106,235.42158
295.728733,65,236.624983
255.161729,53,237.491688
355.13585,74,238.634354
331.310572,70,239.680721
616.984382,120,241.623659
321.531158,63,242.607657
231.504815,51,243.356288
324.089423,63,244.683193
429.201719,84,245.893899
540.324454,102,247.390839
288.041652,58,248.226669
395.938455,73,249.460539
383.52454,81,250.573692
367.138149,67,251.532021
361.436012,71,252.638674
272.649337,57,253.501068
366.300701,68,254.468593
437.307209,82,255.663505
468.314705,89,256.906611
499.068519,95,258.269011
437.235528,88,259.442024
416.465862,85,260.731097
814.047049,160,263.174937
434.352114,94,264.57854
329.496827,69,265.620282
696.069007,150,267.988327
515.405052,96,269.373787
424.766112,79,270.892286
549.932175,109,272.592288
388.503742,81,273.9572
482.946843,106,275.508125
495.922552,92,277.431315
456.957396,101,279.576882
336.921464,72,281.035693
495.838282,93,282.67824
454.357292,98,284.096908
447.687342,88,285.342159
486.46378,101,287.058682
411.64322,91,288.62643
732.004015,155,290.917956
388.292023,82,292.12081
397.799506,83,293.344568
523.895387,113,294.951544
311.712576,69,295.91804
363.281105,82,297.321147
435.781106,95,298.920434
267.952725,54,299.857463
306.236464,64,300.823844
325.430496,68,301.791291
487.053896,105,303.641234
463.303368,87,304.994877
375.899086,81,306.290037
427.17025,95,307.737631
455.612331,89,309.366374
391.683591,75,310.75925
368.497817,81,312.151965
403.209091,91,313.710294
460.022626,88,315.233648
487.408727,102,317.092192
449.758343,96,318.677655
586.113534,115,320.40718
378.811581,71,321.446582
481.46184,91,322.736444
411.278945,76,323.953943
355.929876,75,325.272408
284.789838,60,326.385653
318.833407,70,327.606073
280.011575,60,328.658828
450.307638,84,330.120905
410.664342,79,331.322308
505.918812,95,332.73468
611.093476,127,334.480581
353.02879,67,335.365227
549.157282,104,336.797926
499.758972,112,338.332762
357.920953,74,339.426811
494.322325,91,340.67572
364.101458,74,341.701697
491.196904,96,343.150186
336.201838,64,344.051825
416.765863,90,345.28323
562.765005,119,346.920576
472.620736,91,348.126646
369.26761,71,349.116944
374.273655,72,350.070208
288.895239,57,350.901139
501.587228,96,352.197894
497.789543,95,353.528622
361.442087,81,354.65098
434.277378,97,356.024485
417.378934,80,357.120886
483.539959,90,358.403367
331.928292,63,359.27114
367.522674,72,360.441598
363.107022,70,361.420753
439.165117,87,362.656194
592.670156,114,364.357229
287.060808,54,365.228371
403.284578,77,366.426135
392.124575,75,367.63756
476.253373,91,369.055849
381.599867,72,370.307059
579.897844,116,372.296473
437.94953,94,373.729467
405.755439,81,375.072669
442.342247,85,376.436368
351.230935,66,377.458585
463.885976,87,378.70283
413.950007,80,379.798723
525.778686,108,381.329983
504.073229,113,382.958776
427.116872,84,384.175409
454.096601,85,385.380699
344.405441,66,386.322042
370.895151,70,387.24706
375.222818,69,388.161688
416.637821,79,389.206695
374.32935,74,390.305746
332.361654,64,391.207858
480.238654,91,392.450183
399.644161,78,393.509305
398.904139,76,394.609714
361.990135,67,395.579763
412.076187,81,396.728955
473.71362,98,398.075489
479.65038,94,399.469878
442.316942,95,400.805095
946.320765,184,403.382633
394.995635,80,404.509987
363.738634,71,405.532147
256.722243,49,406.181888
302.140289,65,407.08659
500.545905,94,408.426125
426.61791,84,409.646331
510.258154,98,410.986354
491.805227,100,412.362103
340.634814,66,413.310177
564.226227,109,414.953531
524.102566,107,416.439468
505.159767,97,417.749905
445.966946,89,418.970558
503.530349,95,420.587621
367.868903,69,421.953015
474.666133,89,423.420332
792.232083,154,425.747188
431.201601,81,426.888646
420.507347,78,428.013987
382.739634,85,429.207854
415.200977,90,430.469065
398.776758,77,431.751284
355.964608,68,432.795287
460.062991,97,434.158401
450.705716,88,435.394747
472.626464,92,436.711194
318.898332,62,437.597759
601.246849,114,439.229811
376.974367,84,440.510025
454.970991,91,441.852645
582.55137,117,443.519229
765.724877,148,445.760768
506.615939,97,447.10775
329.919763,73,448.29674
456.770788,87,450.006277
510.67072,95,451.890033
535.71795,116,453.611721
392.155797,84,454.851597
401.376467,77,456.065866
869.163733,174,458.681694
571.521365,127,460.566283
495.913728,107,462.236327
480.323643,106,463.861019
370.359939,70,464.953844
549.758978,101,466.433104
518.084063,109,468.278637
463.318875,100,469.711537
378.318756,80,470.821597
441.447374,96,472.186372
516.567909,97,473.656586
462.221027,91,474.954559
420.74457,78,476.147314
551.451134,104,477.666847
533.126673,100,479.207944
394.608724,88,480.398787
436.02246,93,481.944139
365.744557,67,483.007109
415.063803,79,484.315747
856.199779,163,486.851319
371.136419,80,488.036302
597.022846,130,489.937895
327.561969,62,490.931704
443.88513,99,492.808173
388.680514,87,494.054974
560.332393,120,496.363777
516.217758,115,498.104321
413.932817,98,499.458922
373.524476,84,500.572247
247.324979,55,501.308514
406.334024,89,502.567806
323.797908,70,503.568562
290.297048,66,504.479196
397.857372,75,505.554399
593.757431,128,507.641749
325.991932,70,508.877273
344.515542,72,509.978888
364.993741,78,511.218662
319.438587,75,512.556954
371.232976,82,513.952276
381.850906,80,515.112626
441.705544,96,516.773729
485.288856,95,518.209173
360.271995,81,519.490028
380.37272,81,520.951179
472.675784,98,522.514084
396.258089,85,523.864648
417.83044,88,525.141864
469.495413,90,526.659439
593.526261,109,528.468379
544.512499,116,530.337866
744.674902,164,532.946684
619.731915,118,534.731852
615.442303,134,536.691681
490.708673,93,538.087141
417.935562,79,539.498957
382.906919,74,540.673853
547.167037,104,542.402527
618.770539,122,544.287588
665.051478,128,546.302984
420.435796,79,547.514651
561.222381,108,549.15459
500.10606,109,550.925119
301.714084,60,551.890991
745.135883,145,554.298973
485.626803,90,555.71592
492.445205,105,557.735268
394.627573,85,559.454461
400.477099,90,561.301603
539.161189,118,563.532918
476.328977,87,564.830222
487.40213,91,566.103618
329.516835,74,567.423153
400.964969,90,568.975604
532.974076,116,570.634811
543.276538,112,572.34272
503.209385,110,574.015346
628.405158,130,575.848403
418.174429,81,577.159234
584.908466,108,578.771007
544.904097,104,580.180441
456.667817,94,581.465524
478.613899,90,582.79558
344.668965,64,583.680778
434.001416,90,584.909309
410.738758,82,586.027805
489.545526,92,587.391646
373.482071,85,588.557629
662.256905,136,590.499918
391.190761,88,591.864117
517.305576,97,593.316075
385.598897,80,594.415479
564.598716,106,595.885819
382.229203,74,596.887811
400.009408,78,597.956719
376.735385,72,598.899857
488.794044,103,600.354412
491.153015,96,601.614991
452.279614,85,602.880556
479.593018,99,604.32128
582.791353,111,605.966637
334.566118,78,607.069934
610.702525,130,608.939557
440.652562,83,610.093315
492.393149,96,611.41152
469.57283,88,612.650671
520.9226,107,614.296903
690.981648,138,616.410867
418.940397,81,617.494458
599.531202,131,619.446579
617.872084,130,621.593041
384.262275,82,622.859271
517.303445,97,624.285012
504.549304,93,626.127745
653.034814,121,628.294342
432.6937,89,629.679087
469.342663,90,631.310781
463.317249,86,632.628315
493.651819,108,634.315987
669.21554,144,636.668872
415.689906,78,637.750762
452.111515,102,639.185292
514.701293,111,640.945075
528.048066,106,642.556419
375.070803,73,643.688128
437.379592,82,644.896096
382.292745,74,646.042324
669.855804,138,647.968822
376.646727,73,648.949985
610.540459,117,650.550356
370.709115,72,651.59678
543.176535,112,653.0933
447.053723,100,654.46147
586.152728,130,656.21876
467.797559,88,657.510302
554.065287,105,658.919136
586.434612,113,660.425195
494.427693,93,661.794905
566.368319,124,663.846491
454.04247,86,665.173968
435.567197,82,666.477125
444.311935,84,667.806678
336.363221,64,668.81009
454.097424,86,670.059882
605.186415,116,671.808947
436.462974,88,673.13155
511.628988,114,675.039963
699.476652,133,677.007441
475.018923,95,678.465891
425.223743,82,679.595682
579.199617,113,681.159269
631.828717,133,682.946141
342.28849,65,683.854976
400.530333,75,684.937982
484.690376,92,686.299468
411.052372,82,687.529161
704.630872,150,689.779929
410.192363,76,691.249352
439.228565,88,692.714343
572.358129,107,694.315851
450.571594,84,695.600446
449.95129,89,697.064413
520.344784,109,698.976811
462.39004,98,700.619918
495.143467,95,702.052747
541.230411,106,703.620647
619.453509,114,705.464706
623.882476,117,707.211217
415.10271,89,708.784238
632.870375,130,710.939587
520.46878,110,712.617856
522.775303,99,714.224232
697.602528,151,716.715596
405.00113,76,717.950951
470.202719,86,719.528998
507.624724,94,720.915677
638.042798,123,722.712682
1430.050777,279,727.06081
440.012178,82,728.48931
421.735603,92,729.940299
841.584498,180,733.054126
525.590734,101,734.8147
656.598805,125,736.92171
502.083478,94,738.628297
770.802542,148,741.11785
540.989742,108,742.910132
312.447941,67,743.912849
645.903649,122,745.902287
463.56204,95,747.259388
388.253002,79,748.41268
686.896205,139,750.440399
439.597392,84,751.894971
629.363486,122,753.93117
459.959229,97,755.362176
551.082622,104,756.966533
456.352069,99,758.527816
406.518437,90,759.929604
444.692569,98,761.387493
619.947,135,763.556385
726.121135,149,765.661882
527.759928,112,767.371272
433.875837,96,768.899075
556.414262,116,770.904536
584.482747,108,772.727777
500.378921,107,774.451807
581.833077,126,776.41611
502.299206,107,778.092237
579.857176,123,779.937475
612.099774,113,781.611125
624.686041,132,784.067667
625.584017,117,786.113238
684.95295,149,788.29739
435.525213,94,789.624691
536.170962,102,791.006417
725.84677,141,792.949035
473.528243,100,794.306223
535.09569,98,795.866245
492.306535,108,797.386781
797.005126,153,799.520719
750.970074,146,801.526571
503.807222,106,803.052448
950.165334,186,805.924707
398.912521,88,807.423987
508.210692,100,808.84245
589.534523,129,810.682845
458.71781,88,812.088975
573.213423,127,814.266174
387.263564,77,815.767847
494.502265,99,817.799412
642.2007,136,820.339328
726.351032,141,822.911587
651.626744,139,825.13405
625.997221,118,826.96177
511.884796,112,828.815166
412.724505,91,830.557468
464.572987,90,832.285311
484.147581,107,834.309193
828.219324,171,837.081484
803.367343,154,839.459039
448.126614,99,840.973102
450.743841,99,842.443397
584.022209,110,843.989253
569.211443,109,845.624969
474.080615,88,847.011823
856.66244,167,849.855048
812.500892,156,852.544736
575.376078,119,854.603959
667.409375,125,856.828941
439.558958,83,858.289759
781.24735,157,861.101799
702.250869,150,863.733579
561.23284,104,865.432654
562.749708,116,867.410768
638.188212,134,869.584662
545.053418,100,871.219023
465.009738,88,872.996737
390.552046,80,874.866711
440.895229,94,876.7553
539.033282,113,879.415152
400.844801,87,881.479732
597.443296,122,884.445865
340.921678,74,886.267419
607.399228,117,889.314601
433.262825,98,891.364321
579.716085,110,893.347926
767.998846,150,896.272279
514.304369,98,898.101176
583.363718,115,900.440617
551.809193,104,902.618546
582.112268,112,904.87102
518.165738,115,907.543419
402.326101,81,909.509104
643.353585,128,912.131369
412.540059,86,913.80482
529.749524,110,915.867995
583.11316,115,918.094701
624.250941,130,920.29097
862.95833,167,922.79779
551.437484,117,924.611622
336.982226,74,925.793698
482.458254,95,927.159805
734.645172,148,929.4191
669.392072,130,931.400454
582.145257,123,933.249776
393.133174,87,934.611316
423.755503,82,935.840063
539.501368,105,937.602929
410.959145,81,939.206166
624.257539,133,941.61663
446.526487,96,943.407791
345.443417,77,944.812626
259.924571,54,945.761959
546.733823,111,947.70303
477.046008,95,949.403806
340.770846,67,950.546716
392.72839,79,951.705737
345.087545,75,952.82354
341.787042,72,953.921855
506.055343,113,955.781347
540.121118,102,957.363933
367.363297,77,958.419127
786.033553,153,960.5532
535.219978,101,961.944197
487.534412,98,963.27364
625.959544,118,964.859209
552.766298,105,966.32756
698.339562,133,968.344489
575.375033,120,970.003557
424.326765,80,971.263541
560.319872,106,972.824724
784.07841,153,975.004249
662.949643,131,976.796533
492.114009,100,978.39368
601.054063,125,980.087146
513.451429,105,981.64187
546.675851,101,983.052056
523.041009,97,984.450353
525.635816,96,985.809675
