#{"t_start": 1773404247.716458, "env_id": "Humanoid-v4"}
r,l,t
487.757572,93,987.171685
453.038016,85,988.330796
487.200592,92,989.778206
549.546041,103,991.472218
701.690531,149,994.008067
443.784388,82,995.395108
603.000363,111,997.293058
516.997141,96,999.092436
696.234174,131,1001.588907
564.180513,106,1003.574753
455.53402,92,1005.278898
562.337215,104,1007.0715
855.530556,165,1009.909429
725.314319,137,1012.323858
625.923082,131,1014.574679
770.825806,149,1017.080943
552.718602,104,1018.951044
581.364389,116,1020.875506
582.248697,111,1022.720348
740.748779,146,1025.199342
462.767272,86,1026.708886
627.693852,122,1028.887283
685.558371,130,1031.109522
556.604373,123,1033.445976
632.031346,124,1036.78421
513.027835,112,1038.677124
902.635226,179,1041.361859
424.354659,91,1042.669553
526.568225,117,1044.566194
483.292707,109,1046.256462
480.332546,106,1048.386812
614.770462,116,1050.379341
528.205201,117,1052.15311
684.613033,149,1054.232114
407.198883,77,1055.568127
512.623708,97,1056.932894
513.023771,96,1058.263057
450.783453,98,1059.564364
574.398501,107,1061.182152
686.206184,130,1063.023076
568.469979,107,1064.753091
520.71019,98,1066.272323
370.997706,69,1067.28294
458.249485,88,1068.579911
420.419176,82,1070.147733
442.070449,86,1071.409423
431.428258,80,1072.664675
476.787518,104,1074.138194
523.823484,101,1075.552703
420.812632,77,1076.778502
470.883114,92,1078.110503
567.95759,107,1079.730177
476.73604,91,1080.994391
837.561752,158,1083.452347
574.118072,107,1085.031286
592.132226,114,1086.721555
547.578291,103,1088.144101
491.773409,93,1089.751954
596.777628,113,1091.374937
588.267063,126,1093.206284
551.968848,110,1094.823744
620.276297,125,1096.657933
650.271656,125,1098.717336
741.609582,144,1101.31004
562.250569,106,1102.85241
552.476225,121,1104.626438
627.764945,134,1106.570406
703.861816,141,1108.556015
413.929269,92,1110.000745
449.138939,88,1111.276336
799.754,177,1113.934897
1070.206845,208,1117.157281
877.077631,171,1120.003211
483.173846,91,1121.434525
461.300769,89,1123.02478
773.721942,165,1125.948393
849.871964,163,1128.576604
515.827149,116,1130.22439
706.5275,155,1132.613325
444.662491,87,1133.974238
536.714791,99,1135.402034
387.229637,85,1136.86239
715.226844,139,1138.994251
402.170469,86,1140.151906
767.473297,153,1142.666969
765.792254,156,1145.185748
505.52274,96,1146.681281
471.97388,91,1148.114725
823.009058,180,1150.87446
746.555772,152,1153.32364
613.675023,124,1154.999956
458.640443,88,1156.33423
659.178148,124,1158.042378
401.679742,89,1159.24167
561.811876,105,1160.89363
544.486336,102,1162.337022
512.60613,95,1163.671088
411.479967,76,1164.726096
416.640896,80,1165.852776
556.550662,104,1167.309085
594.937351,131,1169.10899
537.300847,102,1170.482373
667.766961,127,1172.271614
622.771087,120,1173.941809
860.683569,168,1176.297347
497.635267,98,1177.644304
435.72853,85,1178.826241
446.39938,100,1180.17874
478.621974,95,1181.532903
638.885241,137,1183.684634
513.503735,95,1185.096776
904.150293,187,1187.603981
410.667982,77,1188.648385
667.292194,125,1190.36096
514.795089,101,1191.735481
495.902225,94,1192.997316
604.297065,115,1194.555751
684.541356,128,1196.440919
584.203422,126,1198.241521
695.969464,129,1200.06621
628.08617,115,1201.691941
429.436847,90,1202.951794
560.275505,109,1204.448927
687.090096,150,1206.553594
510.210843,98,1207.890205
726.125785,154,1209.959766
458.681084,87,1211.394885
722.276746,141,1213.537123
651.645072,123,1215.252111
877.516131,170,1217.578459
604.519991,116,1219.179716
583.482724,127,1221.200054
607.263741,112,1222.762778
616.733562,115,1224.401985
503.726033,108,1225.891188
1010.779726,192,1228.503378
617.338777,117,1230.11695
625.568657,139,1232.081775
519.996105,98,1233.486273
781.429913,148,1235.79667
533.838938,100,1237.413645
976.513758,212,1241.553003
602.776895,113,1243.420144
774.809633,149,1245.638844
634.994803,139,1247.847182
408.012014,92,1249.298487
445.632383,84,1250.575025
482.000739,105,1252.263942
705.624904,133,1254.188936
646.19955,120,1255.986494
800.359232,145,1258.02318
713.957604,130,1259.924296
696.176244,130,1261.80052
717.101165,153,1263.915176
546.065929,104,1265.305874
428.829102,95,1266.563929
846.382706,164,1268.907885
678.728433,130,1270.65984
507.141975,108,1272.313044
531.791877,101,1273.732415
448.504843,99,1275.198302
601.909779,116,1276.762612
454.561395,85,1277.97717
863.710321,168,1280.499192
555.761362,104,1282.230944
703.402866,148,1284.573376
516.371047,95,1286.368327
443.238104,88,1288.231424
632.544353,120,1290.246258
826.092841,156,1292.850289
433.319252,84,1294.087553
721.539609,139,1296.260159
750.826622,142,1298.924143
591.309038,114,1300.767001
596.920118,115,1302.664988
723.592391,137,1304.702772
549.494863,120,1306.41378
812.935512,154,1309.040972
575.87209,108,1310.759177
940.545021,193,1313.919565
714.071511,159,1316.430176
558.863402,105,1317.981916
544.639734,101,1319.560009
529.765448,99,1321.17925
699.808597,133,1323.097819
353.733777,71,1324.195241
547.877416,102,1325.716627
785.723265,150,1328.012226
609.100565,114,1329.85282
558.674015,124,1331.655709
728.604962,158,1334.478174
557.6875,124,1336.571019
783.091382,153,1339.082256
689.201162,133,1341.048578
800.857028,153,1343.593973
499.233543,92,1345.172695
525.854459,111,1346.870588
593.567311,127,1348.816407
573.622285,107,1350.514183
747.225338,151,1352.755821
545.900085,105,1354.345
915.951663,183,1357.517527
948.220297,205,1361.550637
540.261323,122,1363.931949
498.31783,111,1365.633864
540.29179,108,1367.160988
498.958432,108,1368.708941
625.105486,119,1370.417565
653.935197,122,1372.365013
521.289748,99,1374.140648
540.352172,114,1376.067827
717.302285,136,1377.97831
588.959035,116,1379.656125
709.778587,141,1381.962929
602.240348,112,1383.554506
658.720642,126,1385.346022
815.967831,156,1387.825278
642.497773,140,1389.969589
836.065096,174,1392.599277
704.910863,151,1394.894095
630.241264,120,1397.092586
779.1203,158,1399.957011
601.424491,131,1402.010751
711.271654,137,1404.387311
839.604456,161,1407.021137
1037.445726,205,1410.357625
635.509291,138,1412.596481
567.306985,122,1414.560881
612.651737,134,1416.719976
586.752971,113,1418.265449
1025.13851,197,1421.756794
648.504737,123,1423.644885
666.234301,127,1425.539915
470.158649,90,1426.80658
925.463153,195,1429.869785
517.051575,117,1431.825214
999.388569,202,1434.975023
755.60058,159,1437.120344
813.4643,157,1439.528803
429.57328,95,1441.282228
620.639012,132,1443.398307
578.695781,122,1445.142402
743.385546,151,1447.509145
772.104211,151,1450.363892
783.194552,146,1452.604129
622.169618,133,1454.896399
916.188226,192,1457.916852
787.385957,167,1461.153293
604.49482,129,1463.285445
698.840878,154,1465.702064
616.038241,114,1467.449788
522.888584,113,1469.066197
734.091895,145,1471.418431
570.725878,112,1473.170032
847.530737,160,1475.71425
815.577352,178,1478.254109
961.340976,185,1480.874485
463.283568,92,1482.351862
646.964773,125,1484.197387
710.477688,150,1486.427654
876.282407,194,1489.198164
514.527609,108,1490.653632
685.347308,132,1492.466738
597.32807,121,1494.145953
989.107568,192,1496.75899
697.776746,151,1498.84197
611.034583,112,1500.387841
568.396251,108,1501.938881
515.790975,114,1504.002188
525.379075,117,1505.995774
563.683528,108,1507.763049
627.549476,128,1509.696383
610.975569,139,1511.783767
576.10604,129,1514.198217
433.623111,97,1515.839046
594.485917,130,1517.86097
