#{"t_start": 1773405817.882109, "env_id": "Humanoid-v4"}
r,l,t
112.443404,22,5.85057
146.250669,30,5.869229
95.283787,19,5.879937
152.637897,29,5.897658
192.973059,39,5.921728
111.805592,22,5.935575
83.553708,17,5.945161
88.743748,18,5.95554
171.653507,34,5.976658
175.078972,37,6.000258
134.429373,26,6.015482
94.823568,19,6.026957
166.65668,33,6.046172
105.092522,21,6.05917
146.374085,29,6.078276
176.589643,35,6.098924
120.245411,26,6.113649
94.349645,19,6.124415
83.485786,17,6.133788
107.598177,21,6.146119
106.81996,21,6.15912
83.601394,17,6.167761
209.545222,40,6.194466
96.022067,19,6.206528
149.3967,30,6.223572
127.427021,27,6.243307
129.38208,26,6.258438
105.876172,21,6.27095
163.484354,32,6.290813
89.231736,18,6.301706
100.454579,20,6.314089
134.025532,27,6.330235
206.724941,40,6.354432
101.621648,20,6.366423
112.289768,22,6.379153
107.019019,21,6.3914
128.233948,26,6.406541
133.463413,26,6.422452
105.762622,21,6.43513
89.386327,18,6.446364
95.61733,19,6.456493
95.550661,19,6.467109
89.153976,18,6.477914
83.215724,17,6.488272
89.064061,18,6.497806
94.376933,19,6.507869
94.770154,19,6.519212
133.37827,26,6.535325
148.376871,28,6.551967
83.488568,17,6.561767
95.282342,19,6.5724
135.111241,26,6.588531
123.471996,24,6.602532
88.763612,18,6.613516
100.319608,20,6.626057
194.669732,38,6.649121
142.919182,28,6.666798
88.398629,18,6.676333
94.291708,19,6.688308
101.959078,20,6.706147
206.149023,40,6.732333
112.041243,22,6.746396
123.104314,25,6.763183
121.912338,24,6.778527
122.263766,24,6.793159
159.415228,32,6.814158
111.507462,23,6.827764
94.630895,19,6.839071
89.001413,18,6.848907
105.876459,21,6.860825
88.579481,18,6.871169
94.233438,19,6.88306
99.50045,20,6.89492
113.695812,23,6.908577
144.856064,29,6.927358
167.679674,33,6.947919
105.849608,21,6.960024
203.583257,41,6.987874
89.453805,18,6.997501
95.481898,19,7.009285
111.095612,22,7.023103
104.228753,21,7.035459
113.262761,22,7.04957
125.228895,25,7.067955
101.422797,20,7.080142
160.100935,31,7.102803
155.598112,30,7.124204
199.194232,40,7.149571
101.66952,20,7.162741
129.421726,25,7.179315
171.468485,35,7.203328
89.078132,18,7.21421
98.722994,20,7.226315
108.667032,23,7.240545
88.354005,18,7.251115
94.286,19,7.263333
94.634827,19,7.274497
160.653223,31,7.294648
83.324341,17,7.304112
89.624761,18,7.31543
83.346316,17,7.325522
83.308732,17,7.339509
126.144046,25,7.356797
134.586643,27,7.378611
87.935929,18,7.390942
123.521278,24,7.407395
99.008807,20,7.419774
100.602995,20,7.435781
101.318901,20,7.449167
83.550652,17,7.460668
145.007711,29,7.47881
88.309909,18,7.620337
90.630652,18,7.914258
107.644176,21,8.219402
112.392303,24,8.526722
105.538801,21,8.825095
134.18948,26,9.164901
107.619349,21,9.427532
144.135972,29,9.793898
88.343589,18,10.037753
83.471343,17,10.282494
164.982703,33,10.738354
140.576434,28,11.103372
95.220585,19,11.356523
96.52588,19,11.597475
89.519026,18,11.842681
108.335063,22,12.14259
135.722477,27,12.522348
136.096002,27,12.86592
89.552601,18,13.09924
83.546676,17,13.330218
135.694216,27,13.724282
83.358319,17,13.977569
83.102209,17,14.268089
88.377717,18,14.570672
83.638594,17,14.863587
78.321373,16,15.082395
83.120664,17,15.320306
83.189366,17,15.545019
78.306071,16,15.775122
78.437445,16,15.975818
83.207114,17,16.194822
78.492062,16,16.404028
83.543328,17,16.629156
83.230818,17,16.841911
78.552287,16,17.047685
78.336323,16,17.262462
83.478311,17,17.511428
78.44755,16,17.731929
78.286813,16,17.932423
78.804217,16,18.136068
78.352629,16,18.346737
83.296463,17,18.558646
83.336318,17,18.773764
83.420355,17,18.99463
83.14066,17,19.226206
78.330138,16,19.425912
78.290872,16,19.625066
78.561117,16,19.823766
78.222093,16,20.039216
83.679523,17,20.25315
78.475876,16,20.454752
78.268619,16,20.655807
83.615207,17,20.878333
83.353057,17,21.090681
83.421211,17,21.303568
83.263556,17,21.519337
83.264175,17,21.741183
83.210121,17,21.957565
78.424927,16,22.163975
83.253851,17,22.385757
84.19694,17,22.606995
83.243067,17,22.820986
83.248412,17,23.040456
110.936212,22,23.352569
78.589495,16,23.579183
83.759031,17,23.814896
78.376991,16,24.017177
83.410288,17,24.245319
78.452527,16,24.458634
127.735459,26,24.785697
83.61341,17,25.001877
100.665268,20,25.27557
83.337983,17,25.507475
105.895246,21,25.798647
94.906576,19,26.050366
83.497984,17,26.285767
105.460286,21,26.564722
83.434855,17,26.783414
83.21293,17,26.997558
83.608465,17,27.218185
125.152205,25,27.561982
83.140377,17,27.792791
94.791688,19,28.038304
173.904724,36,28.555731
94.101691,19,28.842114
94.553954,19,29.106593
157.402563,30,29.509125
222.166839,42,30.100041
317.254908,58,30.889712
179.837955,35,31.369816
306.142728,56,32.168418
168.164151,32,32.723609
267.923035,50,33.401285
291.25414,54,34.148641
243.709249,47,34.784778
317.752772,61,35.603027
335.497207,62,36.436388
313.25554,57,37.218714
251.10553,46,37.837983
252.541352,47,38.483719
335.543359,61,39.332176
326.120985,59,40.122279
355.805667,71,41.129849
280.242823,52,41.869062
279.182405,51,42.592792
290.555098,53,43.356951
310.458378,58,44.172644
289.78934,53,44.877425
332.434069,65,45.75582
337.090361,76,46.830839
295.275329,54,47.556432
293.275014,54,48.289488
290.876591,54,49.076036
284.708031,56,49.846494
351.150438,64,50.715667
467.665857,89,51.932481
320.02805,62,52.789338
407.451385,77,53.879509
222.701172,46,54.49466
301.925647,57,55.251721
136.175527,29,55.649415
238.084257,48,56.286493
143.734938,31,56.696553
279.554421,57,57.464909
354.907156,73,58.451314
202.774911,41,58.984936
417.093443,77,60.024242
282.897533,57,60.803917
321.00873,61,61.660068
175.787026,37,62.211659
148.021933,31,62.665158
178.067787,36,63.165131
247.837248,47,63.805532
235.869081,46,64.434794
160.572737,33,64.949934
243.68306,48,65.731825
161.723737,33,66.176472
118.715211,25,66.502804
189.464115,35,66.956711
128.586314,28,67.331843
235.629911,46,68.011747
175.757476,36,68.559663
139.114408,29,68.949456
217.575061,43,69.542876
225.883737,49,70.289559
408.569691,85,71.600362
376.936802,83,72.830059
420.660163,75,73.983515
287.632231,62,74.941161
354.746669,73,76.336405
435.173416,82,77.789979
360.75469,69,79.050817
437.717849,83,80.675088
396.211753,78,82.432124
405.508539,76,84.055558
419.822351,90,85.953742
270.136524,51,86.750773
355.315134,68,87.831884
350.99712,65,89.021894
293.262766,54,89.846586
311.837697,62,90.685818
334.149184,61,91.854444
313.508072,60,92.972692
337.893164,64,93.934135
329.051237,60,94.869745
283.164365,53,95.67361
312.594939,59,96.476022
263.920655,49,97.125198
260.511359,49,97.792979
300.723365,56,98.54071
282.980126,52,99.294001
288.164687,53,100.070497
281.744208,52,100.820438
293.711723,54,101.665139
255.881071,47,102.403437
274.351876,51,103.195362
338.175543,62,104.185303
305.342918,56,105.085343
348.406626,64,106.118928
274.60399,51,106.917811
285.445022,52,107.762403
249.718519,46,108.397451
238.703433,44,108.993297
235.078875,44,109.675093
265.522968,49,110.375044
266.628696,50,111.060237
247.661343,46,111.680691
241.174657,45,112.3053
266.460444,49,113.002394
281.279667,52,113.886801
242.492536,45,114.558857
280.793692,50,115.321131
269.546305,50,116.028694
314.643689,59,116.88222
256.4946,48,117.574452
268.680152,49,118.270353
267.998808,50,118.98843
344.600917,63,119.895736
289.932716,53,120.633301
291.006572,57,121.46013
321.880594,59,122.306479
306.012792,57,123.161433
310.967862,57,124.009769
366.431841,68,125.040668
300.878485,56,125.958464
303.328888,59,126.846441
301.580268,57,127.762125
302.02706,55,128.898415
425.938019,78,130.318917
371.599081,68,131.413667
343.584861,63,132.261241
305.756635,57,133.089008
313.026665,60,134.076108
298.312192,55,134.908252
310.499955,58,135.78255
392.22688,76,136.998487
312.586327,65,137.868208
351.04034,64,138.717836
333.91981,63,139.629367
365.118533,71,140.60961
425.679832,86,141.755503
225.278868,46,142.377859
449.455868,84,143.514455
262.443437,56,144.293146
221.231002,47,144.9527
226.193073,50,145.667494
394.072346,80,146.748494
424.201312,92,147.996313
368.935569,81,149.092804
545.552197,109,150.579194
480.659896,89,151.768005
442.053751,85,152.881528
356.35914,71,153.856108
266.047791,55,154.643894
281.24806,54,155.407755
427.374852,83,156.554214
353.762524,76,157.590815
282.323338,53,158.366224
284.445282,54,159.094844
386.075094,75,160.116992
411.901463,82,161.475981
233.294394,49,162.241531
282.95069,59,163.194627
249.149969,54,164.05435
282.233235,62,165.044103
597.399189,110,166.797139
380.767945,72,167.772797
771.98841,146,169.844311
407.89935,77,171.109977
399.26553,73,172.638222
328.65025,64,173.615905
355.909081,77,174.883607
317.931144,70,176.271171
301.844046,65,177.341064
380.651212,85,178.656557
367.974003,70,179.914442
482.863485,95,181.343493
351.394888,68,182.449375
488.89465,97,183.808418
357.080745,69,185.155781
342.879395,68,186.164753
585.218052,114,187.886835
373.427358,71,188.982104
456.895945,89,190.436447
463.426678,86,191.70063
476.668801,91,192.900677
346.832051,77,193.934442
399.229851,80,195.048878
510.875634,96,196.577419
492.888638,92,198.03692
410.729383,78,199.267299
377.49225,80,200.399395
421.734172,84,201.73904
348.011735,70,202.836882
323.503629,63,203.941225
308.704011,60,204.948218
225.338077,42,205.545726
276.739004,53,206.307515
272.718782,51,207.027213
476.089444,96,208.689671
381.777079,69,209.712033
446.950308,83,210.84353
434.442044,94,212.183407
411.608767,85,213.517585
311.542014,61,214.449528
377.285123,77,215.526995
350.244122,76,216.756245
342.421326,67,217.746749
405.609094,82,219.07392
439.797426,95,220.496587
443.310302,89,222.02458
379.518555,80,223.188976
454.488594,85,224.383143
424.995697,85,225.658209
404.738203,89,226.91569
348.377254,75,228.037056
743.89222,145,230.567761
497.191708,105,232.862606
407.819721,83,234.166324
490.698041,95,235.628011
288.74211,57,236.442329
323.437211,72,237.593562
368.603972,83,238.842271
435.876864,92,240.257039
516.055807,100,241.730791
385.093692,85,242.993952
488.805026,92,244.310517
497.76292,99,245.789459
359.911378,71,247.006226
705.580245,133,249.128172
332.203771,73,250.35045
293.788996,66,251.386714
283.730367,64,252.304665
215.560851,48,252.942714
474.85033,106,254.415282
318.867615,67,255.461669
528.14027,102,257.178989
349.030298,65,258.408475
480.530621,104,260.042279
440.488581,82,261.239831
369.256687,77,262.628908
513.450506,99,264.233911
351.797566,71,265.279584
253.72569,50,266.110892
299.631076,65,267.116953
508.082291,95,268.682086
466.507407,90,270.01659
320.861391,60,270.874004
323.976079,61,271.972876
611.492098,115,273.599307
486.479266,105,275.067118
323.945382,63,275.941186
414.03455,80,277.435458
540.760845,106,279.162629
425.957671,77,280.262003
413.282703,76,281.46316
253.9172,49,282.23419
378.19403,70,283.2804
382.02079,74,284.309834
166.922674,33,284.803949
356.093551,67,285.788762
272.900206,53,286.55498
377.608783,71,287.56732
252.188974,48,288.286109
265.106376,51,289.030017
359.688545,69,290.048472
469.865401,87,291.262686
333.92389,63,292.156396
545.794737,108,293.823542
564.838506,110,295.456956
334.12757,64,296.313868
376.428545,81,297.383485
348.948886,67,298.307867
380.305459,70,299.240021
468.015011,90,300.417482
395.090765,72,301.375877
272.855319,52,302.055142
351.377504,65,302.949111
348.272252,67,303.837096
311.453665,58,304.637118
254.301502,48,305.353799
363.894715,69,306.374037
347.872561,65,307.355566
296.642464,56,308.387327
249.573877,48,309.184035
306.683408,59,309.998345
293.619647,56,310.828347
321.857631,60,311.711747
258.163878,50,312.45276
317.343944,61,313.337278
331.990234,66,314.232511
290.924538,54,314.959685
297.435185,58,315.741549
403.450417,76,316.780209
309.498054,58,317.731652
287.76293,55,318.624297
324.073108,64,319.528583
217.900067,43,320.119349
367.196761,70,321.07891
396.753558,78,322.132698
438.462237,86,323.385449
278.798674,53,324.082818
394.132533,78,325.184625
325.019018,62,325.995623
324.816503,59,326.826936
305.981157,66,327.724766
333.844292,62,328.547193
489.459232,91,329.857681
423.570591,79,331.052539
318.497027,59,331.894819
335.115377,62,332.929536
274.434833,57,333.754958
448.092123,87,335.052117
421.752389,80,336.199354
293.591848,59,337.174911
379.808265,72,338.136997
416.293722,84,339.283403
412.131383,78,340.458973
311.190619,70,341.501662
346.982428,64,342.393867
274.346253,51,343.103726
403.274243,74,344.118858
414.009678,85,345.387418
365.181234,66,346.273356
292.171097,57,347.032586
330.976265,64,347.89418
305.822667,59,348.672078
300.5956,57,349.478016
287.433298,55,350.233719
264.706629,51,350.946308
427.627209,80,352.054949
278.560903,53,352.804082
452.443172,86,353.973464
394.311558,72,354.958621
533.370948,101,356.28244
323.188751,62,357.102598
318.870668,60,357.902609
261.884424,49,358.571657
506.370246,104,360.071227
383.755871,74,361.198262
303.105969,59,362.008814
536.487006,101,363.355548
301.091794,63,364.206852
417.461479,84,365.340067
356.834139,71,366.296275
412.077207,84,367.417492
270.722676,54,368.176477
436.949001,90,369.60793
432.359738,97,370.98414
363.99792,76,372.154612
367.566671,73,373.165291
353.237626,68,374.095453
405.824483,91,375.41082
508.264591,102,376.764991
305.660447,65,377.663949
533.838698,109,379.360334
901.180683,191,381.953234
316.15661,63,382.984238
310.53138,71,384.079863
339.15056,76,385.281503
398.702974,75,386.476792
318.226913,72,387.588476
289.685642,63,388.516562
380.668138,80,389.583845
560.839599,107,391.110806
365.80755,69,392.149215
317.048107,66,393.473806
322.588702,67,394.823221
285.491996,63,396.130709
454.181771,84,397.571443
386.966244,75,398.748992
289.229059,64,399.762124
500.423516,97,401.915494
442.68989,98,403.592563
327.541817,72,404.668756
380.686115,78,405.821062
367.2369,69,406.808919
525.225126,112,408.402666
487.380763,95,409.776729
330.267611,67,410.787184
321.79963,64,411.733138
337.150145,75,412.851241
347.968669,74,413.974005
411.85629,87,415.381125
320.285552,70,416.365952
300.038591,68,417.290234
423.252662,94,418.591173
362.45933,70,419.53083
399.103784,86,420.883686
401.042966,87,422.12213
501.717436,93,423.596778
400.66061,84,424.817768
339.482415,71,425.891068
355.276419,71,426.986214
530.841783,113,428.64872
478.043842,103,430.40695
343.400378,76,431.616196
626.394942,125,433.781237
390.94318,86,435.08671
278.863468,61,435.978251
531.035832,113,437.72233
457.25033,96,439.171767
266.286907,54,440.061286
309.620622,66,440.963951
316.811575,73,441.952591
377.88639,84,443.343486
243.737008,47,444.169541
537.046081,102,445.707794
319.621046,71,446.867947
248.713484,55,447.740259
286.503968,56,448.562706
402.256852,89,449.812498
332.789921,74,450.91353
274.36713,62,451.855677
318.691089,72,453.063072
311.133324,64,454.051152
307.952459,65,454.929437
256.864728,59,455.812678
263.981707,51,456.64344
314.288392,68,457.68906
288.012364,65,458.655547
307.000212,70,459.826927
277.731477,62,460.798707
391.437307,87,462.235979
446.004235,100,463.816692
498.898637,106,465.366324
335.562509,73,466.545856
254.261522,57,467.324671
346.522162,71,468.33331
301.395961,67,469.279179
339.102695,75,470.400652
300.074567,68,471.460516
298.315803,65,472.538903
360.691924,84,474.041986
348.468905,80,475.281146
329.662457,74,476.453342
319.842064,69,477.509677
379.091076,79,478.662012
321.456252,74,479.747657
376.848844,77,480.852981
737.540632,147,483.076124
309.068479,66,484.007804
415.879415,93,485.269372
470.691594,99,486.579229
363.071107,79,487.674744
473.592663,102,489.065401
396.862386,83,490.365224
284.201134,60,491.229073
496.91885,109,492.832529
536.850243,117,494.807623
218.291888,46,495.714832
429.536236,84,497.524351
422.043812,95,499.555616
712.49365,138,501.75914
414.650303,83,503.055357
283.560794,60,504.083113
500.746505,95,505.664356
474.600406,101,507.304939
631.751276,127,509.201032
372.141177,66,510.183829
483.785771,100,511.792842
369.576799,67,513.144102
365.792599,67,514.262274
401.695368,74,515.35949
360.993002,67,516.562022
415.70422,77,517.858092
602.861755,126,519.973514
498.040266,94,521.379604
369.466665,70,522.389579
540.335162,111,524.084444
1022.184617,208,527.319901
308.392854,58,528.180016
382.771161,72,529.167952
478.235242,91,530.615026
499.366526,97,532.397274
333.857421,60,533.448424
429.539822,79,535.111246
313.795667,59,536.141254
554.17115,106,538.074126
322.222025,65,539.271714
470.239541,88,540.514913
546.459668,105,542.003618
586.437111,113,543.587762
658.084722,121,545.279743
361.670496,68,546.359394
379.093226,83,547.5595
340.88303,74,548.607255
423.542709,84,550.260805
432.601531,83,551.817129
604.902903,116,553.995276
449.380163,88,555.673991
409.210761,86,557.350471
468.588685,108,559.439654
564.677588,105,561.35498
561.667063,120,563.323663
488.561708,109,565.188967
433.069525,86,566.913118
568.469447,116,569.559042
597.034248,126,572.201708
482.157311,101,574.148082
358.47537,80,575.366465
478.366397,106,576.971646
680.994641,133,578.843545
494.204352,97,580.227133
485.311323,99,581.671218
506.784328,112,583.279545
468.605082,89,584.92095
538.526342,107,586.542319
430.913803,80,587.672655
575.210849,109,589.260324
407.301368,76,590.348348
430.232961,82,591.49918
639.657484,135,593.509819
663.392453,126,595.260849
365.061244,82,596.40816
531.21811,98,597.786138
367.665237,73,598.891483
520.96505,100,600.496557
444.43441,86,601.87673
450.975252,97,603.330294
468.436595,104,604.782861
581.734679,119,606.382968
430.075805,90,607.678254
404.684353,91,608.908862
467.651021,101,610.279027
635.94444,122,611.984341
347.755107,79,613.09402
507.43243,114,615.447186
475.121695,88,616.683055
457.785747,97,618.069581
607.175746,119,619.672521
394.737802,84,620.803733
771.197762,158,622.984677
462.383578,105,624.394684
673.308348,136,626.230706
327.412004,73,627.198577
375.807899,79,628.294107
447.182899,99,629.621935
623.022946,127,631.316639
534.772277,102,632.677308
549.746985,115,634.233884
383.182997,85,635.429333
332.586511,75,636.574322
441.081113,85,637.751824
356.32155,79,638.813821
534.384039,117,640.38465
389.524741,88,641.613901
395.915334,86,642.763567
539.524457,99,644.139454
402.647456,91,645.373103
541.887114,109,646.866122
601.265084,131,648.609522
494.279252,111,650.108384
281.253614,57,650.896245
406.743053,90,652.101966
408.980576,82,653.203606
536.400414,101,654.557421
410.697467,84,655.682217
531.667971,101,657.020682
500.853135,110,658.494407
347.385519,69,659.436468
343.728871,78,660.502639
583.4318,113,662.036291
450.275606,97,663.377471
476.176782,103,664.744428
505.024099,93,666.031407
670.302561,131,667.84057
464.863264,85,668.975192
521.543787,114,670.530617
664.35662,130,672.314887
388.984549,71,673.270893
587.641615,113,674.803967
471.827117,105,676.251656
541.189377,106,677.718509
509.351985,94,679.011345
1049.227881,202,681.762837
491.985246,93,683.015921
302.376245,68,683.944489
417.399337,95,685.206737
392.062165,83,686.312983
459.158857,103,687.716236
453.390306,86,688.857113
745.573284,146,690.830228
518.738056,115,692.377544
459.949928,87,693.535111
549.316501,102,695.009621
721.825957,136,696.818256
490.853964,97,698.162679
445.433827,96,699.448821
451.254496,88,700.668556
441.731743,85,701.856949
782.365954,151,703.930492
629.120857,136,705.751399
433.948848,82,706.858116
517.311101,98,708.207666
362.893179,71,709.149367
379.03222,75,710.155825
563.41429,122,711.775547
366.445724,71,712.723214
356.331038,68,713.634438
470.858665,105,715.029005
560.964797,116,716.574676
570.125496,113,718.077865
533.520454,101,719.464659
441.515542,86,720.597166
586.776908,112,722.099544
423.681663,78,723.138514
397.866273,75,724.1683
431.104573,79,725.269372
361.116427,69,726.229416
377.84513,70,727.177907
380.28302,71,728.170597
478.523954,107,729.615762
405.565008,77,730.673432
585.956787,110,732.143875
527.785298,115,733.680305
428.660703,88,734.853191
483.514374,93,736.096903
492.85194,98,737.364264
536.702081,102,738.790856
479.497893,107,740.19434
481.070433,94,741.449811
448.159671,99,742.775928
588.664839,131,744.498483
481.720942,104,745.869741
537.766023,103,747.215168
430.562071,84,748.321128
919.632947,175,750.68061
584.218683,113,752.255618
800.728411,151,754.34794
597.273707,130,756.156322
483.956906,91,757.361972
390.96025,86,758.531159
719.687504,132,760.306399
692.967397,126,762.035698
451.567565,90,763.261041
512.654558,95,764.542773
519.097058,96,765.846251
578.261148,129,767.588612
555.824184,105,768.995811
1267.321397,250,772.356029
433.214712,89,773.575789
846.575968,177,775.945363
421.480477,80,777.00654
451.197177,85,778.150339
508.922841,100,779.511324
436.225227,95,780.769733
665.569367,133,782.548036
525.064269,96,783.855688
458.702074,87,785.12632
535.871993,99,786.467727
574.495545,105,787.884525
659.264743,140,789.817096
447.68452,86,790.995249
418.900596,77,792.028972
449.251169,85,793.183929
409.422282,77,794.224091
442.014782,88,795.388369
783.924194,146,797.364339
446.912214,84,798.481649
538.447318,100,799.898864
486.316621,92,801.118504
668.497531,139,802.999785
660.957633,126,804.705587
595.812196,118,806.270908
442.395261,83,807.400264
589.054179,105,808.820331
350.686546,68,809.723492
